path;classe;justificativa;consumidores;destino_path;etapa
docs/decouple/baseline/20260815/zapp_evo_refs.json;FICA;registro do plano 100E (vivo ate fechar);;;
docs/decouple/graveyard_E50_20260815.sql;FICA;registro do plano 100E (vivo ate fechar);;;
docs/decouple/schema-registry/evo.json;FICA;registro do plano 100E (vivo ate fechar);;;
docs/decouple/schema-registry/zapp.json;FICA;registro do plano 100E (vivo ate fechar);;;
docs/edge/inventario-109.csv;FICA;doc estrutural — revisao Fase 3;;;
docs/edge/reconciliacao-2026-08.md;FICA;doc estrutural — revisao Fase 3;;;
docs/edge/relatorio-e0-2026-08-01.md;FICA;doc estrutural — revisao Fase 3;;;
docs/edge/relatorio-e4-2026-08-01.md;FICA;doc estrutural — revisao Fase 3;;;
docs/estado/01-frontend.md;FICA;Inventário vigente do frontend (shell/roteamento), auditado 2026-08-09, commit 2026-08-16 — descreve o sistema atual.;— (parte do inventário docs/estado);;E83
docs/estado/02-features-batch1.md;FICA;Inventário vigente de features pequenas (business-logic), auditado 2026-08-09 — estado atual do sistema.;— (parte do inventário docs/estado);;E83
docs/estado/03-features-batch2.md;FICA;Inventário vigente features contacts/connections/sla, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/05-features-admin.md;FICA;Inventário vigente do módulo admin (DLQ, retry Evolution API), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/06-features-inbox-hooks.md;FICA;Inventário vigente dos hooks do inbox (orquestração WhatsApp/Evolution API), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/07-features-inbox-services.md;FICA;Inventário vigente dos services do inbox, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/08-features-inbox-components-chat-1.md;FICA;Inventário vigente UI da conversa (chat parte 1), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/08-features-inbox-components-chat-2.md;FICA;Inventário vigente UI da conversa (chat parte 2), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/09-features-inbox-components-contato-lista-ia.md;FICA;Inventário vigente contact-details/conversation-list/ai-tools, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/10-features-inbox-components-raiz-a-m.md;FICA;Inventário vigente componentes raiz A–M do inbox, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/11-features-inbox-components-raiz-m-z.md;FICA;Inventário vigente componentes raiz M–Z do inbox, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/12-features-inbox-components-restantes.md;FICA;Inventário vigente dos 12 subdiretórios finais do inbox, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/14-components-settings.md;FICA;Inventário vigente de components/settings, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/15-components-contacts.md;FICA;Inventário vigente de components/contacts (CRM), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/16-components-connections-dashboard.md;FICA;Inventário vigente connections+dashboard (bridge Supabase-Evolution), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/17-components-teamchat-monitoring.md;FICA;Inventário vigente team-chat+monitoring (Evolution Monitoring Dashboard/DLQ), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/19-components-layout-gamification-talkx-catalog-reports-notifications.md;FICA;Inventário vigente de 6 diretórios de components, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/20-components-email-voice-crm360-onboarding-calls-ai.md;FICA;Inventário vigente email/voice/crm360/evoApiHealth etc., auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/22-components-pequenos-e-shared.md;FICA;Inventário vigente components pequenos + src/shared, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/23-hooks-raiz-1.md;FICA;Inventário vigente hooks raiz parte 1, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/24-hooks-raiz-2.md;FICA;Inventário vigente hooks raiz chunk 2/4, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/25-hooks-raiz-3.md;FICA;Inventário vigente hooks raiz chunk 3/4, auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/26-hooks-raiz-4.md;FICA;Inventário vigente hooks raiz chunk 4/4 (S–Z), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/27-hooks-subdirs.md;FICA;Inventário vigente hooks em 24 subdiretórios (incl. evolution/), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/28-hooks-tests-1.md;FICA;Inventário vigente testes de hooks parte 1 (incl. Evolution API), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/29-hooks-tests-2.md;FICA;Inventário vigente testes de hooks parte 2 (incl. evolution/), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/30-integrations.md;FICA;Inventário vigente src/integrations (cliente Evolution API em zappweb), auditado 2026-08-09 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/31-adapters-e-integrations-tests.md;FICA;Inventário vigente adapters+integrations tests, auditado 2026-08-16 com errata do orquestrador — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/32-services.md;FICA;Inventário vigente src/services, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/33-lib-raiz.md;FICA;Inventário vigente src/lib raiz, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/34-lib-subdirs-utils-types.md;FICA;Inventário vigente lib subdirs+utils+types, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/35-lib-tests.md;FICA;Inventário vigente lib __tests__, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/36-backend-edge-functions.md;FICA;Inventário vigente supabase/functions (107 funções), auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/37-backend-db-runtime.md;FICA;Inventário vigente do banco (524 objetos declarados × ~2600 vivos), VERIFICADO ao vivo 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/38-infra-ci-scripts.md;FICA;Inventário vigente infra/CI/scripts, auditado 2026-08-16 com errata do orquestrador — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/39-residual-tests.md;FICA;Inventário vigente testes residuais, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/40-e2e-harness-data.md;FICA;Inventário vigente e2e/harness/src/data, auditado 2026-08-16 — estado atual.;— (parte do inventário docs/estado);;E83
docs/estado/_ERRATA-TOPOLOGIA.md;FICA;Errata de topologia do docs/estado (base 2026-08-09 → verdade 2026-08-16), correções NÃO aplicadas aguardando revisão — vigente/pendente.;docs/estado/_HANDOFF.md, _PROGRESSO.md, _RECONCILIACAO-INVENTARIOS.md (mencionam);;E83
docs/estado/_HANDOFF.md;"ARQUIVA;REVISAR";Handoff de sessão 2026-08-09 ('retomar onde paramos') — propósito cumprido: inventário docs/estado concluído em 2026-08-16. [R2: consumidor encontrado: docs/estado/_ERRATA-TOPOLOGIA.md, docs/estado/_RECONCILIACAO-INVENTARIOS.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulat;docs/estado/_ERRATA-TOPOLOGIA.md, docs/estado/_RECONCILIACAO-INVENTARIOS.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulation.md;docs/_archive/estado/;E83
docs/estado/_PROGRESSO.md;"ARQUIVA;REVISAR";Rastreador do inventário estado_atualizado.md — onda de 10 agentes concluída (docs 01–40 publicados 2026-08-16), tracker superseded. [R2: consumidor encontrado: PLANO-ESTADO.md, docs/estado/_ERRATA-TOPOLOGIA.md, docs/estado/_HANDOFF.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure;docs/estado/_ERRATA-TOPOLOGIA.md, docs/estado/_HANDOFF.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulation.md;docs/_archive/estado/;E83
docs/estado/_RECONCILIACAO-INVENTARIOS.md;"ARQUIVA;REVISAR";Reconciliação Fase 5 dos inventários paralelos (auditoria com correções pendentes) — histórico de auditoria concluída. [R2: consumidor encontrado: docs/estado/_PROGRESSO.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulation.md, estado_atualizado.md];docs/estado/_PROGRESSO.md, docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulation.md, docs/reconciliation/EXECUTIVE_SUMMARY.md;docs/_archive/estado/;E83
docs/history/DEPLOYMENT_EXECUTION_STATUS.md;"ARQUIVA;REVISAR";Status de execução Round 15 Database Hardening (2026-07-12, CERTIFIED PRODUCTION READY) — relatório histórico concluído. [R2: consumidor encontrado: .gitignore, docs/history/ARCHIVE_INDEX.md];docs/history/ARCHIVE_INDEX.md;docs/_archive/history/;E83
docs/history/FALHAS_E_GAPS.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/FALHAS_E_GAPS.md;E83
docs/history/PRODUCTION_EXCELLENCE_IMPLEMENTATION.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/PRODUCTION_EXCELLENCE_IMPLEMENTATION.md;E83
docs/history/QA_REPORT_2026-06-14.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/QA_REPORT_2026-06-14.md;E83
docs/history/QA_REPORT_2026-07-11.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/QA_REPORT_2026-07-11.md;E83
docs/history/ROUND-15-COMPLETION-REPORT.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/ROUND-15-COMPLETION-REPORT.md;E83
docs/history/ROUND-17-POST-DEPLOYMENT-VERIFICATION.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/ROUND-17-POST-DEPLOYMENT-VERIFICATION.md;E83
docs/history/RUNTIME-RLS-VALIDATION.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/RUNTIME-RLS-VALIDATION.md;E83
docs/history/SCHEMA-INTROSPECTION-PROTECTION.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/history/SCHEMA-INTROSPECTION-PROTECTION.md;E83
docs/incident/2026-07-30-chatpanel-blank-fix.md;FICA;doc estrutural — revisao Fase 3;;;
docs/infra/2026-08-03_docker_secrets_migration.md;FICA;doc estrutural — revisao Fase 3;;;
docs/infra/evolution-stack.reconciled.DEPRECATED.yml;"EXCLUI;REVISAR";stacks devem morar no evolution-stack (E80 diffs) [R2: consumidor encontrado: docs/BOUNDARY-evolution.md, docs/INFRA.md, docs/decouple/PLANO_DESACOPLAMENTO_100_ETAPAS.md];;;
docs/infra/git-secrets-rotation.md;FICA;doc estrutural — revisao Fase 3;;;
docs/infra/supabase-functions.reconciled.yml;FICA;doc estrutural — revisao Fase 3;;;
docs/investigation-synthesis-and-plan.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/CRON-MATRIX.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/MCP-QUERY-SECRET-ROTATION.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/MIGRATIONS-DRIFT.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/RELATORIO_CORRECAO_EVO.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/RUNBOOK_EVO_DB.md;MIGRA;operacao da infra Evolution (Fase 2/3 confirma);;;
docs/ops/SCORECARD-CONTRATOS-DB.md;FICA;doc estrutural — revisao Fase 3;;;
docs/ops/runbook.md;FICA;doc estrutural — revisao Fase 3;;;
docs/playbooks/AVATAR-MIGRATION-PLAN.md;FICA;doc estrutural — revisao Fase 3;;;
docs/playbooks/LOVABLE-SUPABASE-ACCESS.md;FICA;doc estrutural — revisao Fase 3;;;
docs/realtime-schema-guide.md;FICA;doc estrutural — revisao Fase 3;;;
docs/reconciliation/00_simulacao.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/00_simulacao.md;E83
docs/reconciliation/01_runtime.json;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/01_runtime.json;E83
docs/reconciliation/01_runtime.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/01_runtime.md;E83
docs/reconciliation/02_backend.json;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/02_backend.json;E83
docs/reconciliation/02_backend.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/02_backend.md;E83
docs/reconciliation/04_artefatos.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/04_artefatos.md;E83
docs/reconciliation/05_migracao.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/05_migracao.md;E83
docs/reconciliation/06_segredos.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/06_segredos.md;E83
docs/reconciliation/07_dados.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/07_dados.md;E83
docs/reconciliation/08_saude.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/08_saude.md;E83
docs/reconciliation/09_consolidacao.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/09_consolidacao.md;E83
docs/reconciliation/11_execucao.md;ARQUIVA;Registro de execução das correções P0→P1 da auditoria 2026-08-04 — log de execução concluída.;— (sem links externos);docs/_archive/reconciliation/;E83
docs/reconciliation/EXECUTIVE_SUMMARY.md;"ARQUIVA;REVISAR";Resumo executivo da auditoria de reconciliação 2026-08-04 (102 checagens) — histórico de auditoria concluída. [R2: consumidor encontrado: CLAUDE.md, docs/audit-2026-08-06/VALIDATION_PLAN_100_STEPS.md, docs/estado/_RECONCILIACAO-INVENTARIOS.md, docs/reconciliation/09_consolidacao.md, docs/reconciliat;docs/audit-2026-08-06/VALIDATION_PLAN_100_STEPS.md, docs/estado/_RECONCILIACAO-INVENTARIOS.md, docs/reconciliation/09_consolidacao.md, docs/reconciliation/RECONCILIATION_MATRIX.md;docs/_archive/reconciliation/;E83
docs/reconciliation/RECONCILIATION_MATRIX.md;"ARQUIVA;REVISAR";Matriz de reconciliação 2026-08-04 (consolidação etapas 93–99) — histórico de auditoria concluída. [R2: consumidor encontrado: CLAUDE.md, docs/audit-2026-08-06/EXECUTIVE_SUMMARY.md, docs/audit-2026-08-06/VALIDATION_PLAN_100_STEPS.md, docs/reconciliation/09_consolidacao.md, docs/reconciliation/EXECUT;docs/audit-2026-08-06/EXECUTIVE_SUMMARY.md, docs/audit-2026-08-06/VALIDATION_PLAN_100_STEPS.md, docs/reconciliation/09_consolidacao.md, docs/reconciliation/EXECUTIVE_SUMMARY.md;docs/_archive/reconciliation/;E83
docs/reconciliation/reconciliation.csv;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/reconciliation.csv;E83
docs/reconciliation/reconciliation.json;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/reconciliation/reconciliation.json;E83
docs/runbook-evolution/DR_RUNBOOK_EVO.md;"ARQUIVA;REVISAR";"canonico vivo em evolution-stack/runbooks/ (14/08, mais novo); zapp guarda historico";docs/decouple/AUDIT_EVO_REFS_20260816/baseline.json (artefato da auditoria, não-consumidor vivo), graphify-out/manifest.json (gerado);docs/_archive/runbook-evolution/DR_RUNBOOK_EVO.md;E26
docs/runbook-evolution/c9-d8-decision.md;"ARQUIVA;REVISAR";"canonico vivo em evolution-stack/runbooks/ (14/08, mais novo); zapp guarda historico";;docs/_archive/runbook-evolution/c9-d8-decision.md;
docs/runbook-evolution/evo-tables-kdw-inventory.md;"ARQUIVA;REVISAR";"canonico vivo em evolution-stack/runbooks/ (14/08, mais novo); zapp guarda historico";;docs/_archive/runbook-evolution/evo-tables-kdw-inventory.md;
docs/runbooks/APPLY_ZAPP_EVOLUTION_BRIDGES.md;FICA;E37: bridges vivem no banco compartilhado, aplicadas pelo zapp (desvio de heuristica corrigido pos-merge);;;
docs/runbooks/deploy.md;FICA;doc estrutural — revisao Fase 3;;;
docs/runbooks/evolution-restart-rabbitmq-bindings.md;MIGRA;"E37: RabbitMQ e infra Evo -> copia no evolution-stack; original permanece no zapp";;evolution-stack/docs/evolution-restart-rabbitmq-bindings.md;
docs/runbooks/media-pipeline-ops.md;FICA;doc estrutural — revisao Fase 3;;;
docs/runbooks/session-followups-2026-07-11-r13-r14.md;FICA;doc estrutural — revisao Fase 3;;;
docs/runbooks/session-report-2026-07-11-audit-10-10.md;FICA;doc estrutural — revisao Fase 3;;;
docs/security/CREDENTIAL_ROTATION_RUNBOOK.md;FICA;doc estrutural — revisao Fase 3;;;
docs/security/SIMULATION-SECURITY-FAILURES-REPORT.md;FICA;doc estrutural — revisao Fase 3;;;
docs/security/hardening-audit-2026-08-15.md;FICA;doc estrutural — revisao Fase 3;;;
docs/simulation/2026-08-03_deleted-scripts_50_failure_simulation.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/2026-08-03_deleted-scripts_50_failure_simulation.md;E83
docs/simulation/2026-08-03_runtime_fixes_60_failure_simulation.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/2026-08-03_runtime_fixes_60_failure_simulation.md;E83
docs/simulation/2026-08-03_storage_migration_500_simulation.json;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/2026-08-03_storage_migration_500_simulation.json;E83
docs/simulation/2026-08-04_feature_inventory_100_etapas_failure_simulation.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/2026-08-04_feature_inventory_100_etapas_failure_simulation.md;E83
docs/simulation/2026-08-16_inventario_estado_10_agentes_failure_simulation.md;"ARQUIVA;REVISAR";Pre-mortem da onda de 10 agentes do inventário docs/estado (2026-08-16) — simulação pré-onda, onda já executada e docs publicados. [R2: consumidor encontrado: estado_atualizado.md];— (sem links externos, referencia _HANDOFF/_PROGRESSO/_RECONCILIACAO);docs/_archive/simulation/;E83
docs/simulation/20260803_db_migrations_500_failure_simulation.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/20260803_db_migrations_500_failure_simulation.md;E83
docs/simulation/20260804_db_snapshot.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/20260804_db_snapshot.md;E83
docs/simulation/20260804_integracao_schema_zapp_failure_simulation.md;"ARQUIVA;REVISAR";lote w20: concluido/superseded (triagem por titulo+header);;docs/_archive/simulation/20260804_integracao_schema_zapp_failure_simulation.md;E83
docs/simulation/20260804_rollback_plan.md;"ARQUIVA;REVISAR";Rollback plan da integração schema zapp×front 2026-08-04, aplicável em até 48h pós-deploy — janela expirada. [R2: consumidor encontrado: supabase/migrations/20260804150001_integration_schema_zapp_fixes.sql];— (sem links externos);docs/_archive/simulation/;E83
docs/supabase-schema-audit.html;FICA;doc estrutural — revisao Fase 3;;;
docs/testing/e2e.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/V1-lib-raiz.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/V2-lib-subdirs.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/V3-testes.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/V4-e2e-harness.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/V5-edge-functions.md;FICA;doc estrutural — revisao Fase 3;;;
docs/validacao/_CONSOLIDADO.md;FICA;doc estrutural — revisao Fase 3;;;
docs/watchdog-bucket-public-20260806.md;FICA;doc estrutural — revisao Fase 3;;;
docs/workflow-benchmark.md;FICA;doc estrutural — revisao Fase 3;;;
e2e/admin-evolution-api-smoke.spec.ts;FICA;e2e do contrato (E79);;;
e2e/connection-to-inbox-inbound.spec.ts;FICA;e2e do contrato (E79);;;
e2e/contacts-crud.spec.ts;FICA;e2e do contrato (E79);;;
e2e/decouple-fake-provider.spec.ts;FICA;e2e do contrato (E79);;;
e2e/dlq-idempotency.spec.ts;FICA;e2e do contrato (E79);;;
e2e/error-handling.spec.ts;FICA;e2e do contrato (E79);;;
e2e/evolution-media-retry-failure.spec.ts;FICA;e2e do contrato (E79);;;
e2e/evolution-retry-failure.spec.ts;FICA;e2e do contrato (E79);;;
e2e/failure-isolation-per-thread.spec.ts;FICA;e2e do contrato (E79);;;
e2e/fixtures/test-data.ts;FICA;e2e do contrato (E79);;;
e2e/inbox-created-thread-inbound.spec.ts;FICA;e2e do contrato (E79);;;
e2e/inbox-full-flow.spec.ts;FICA;e2e do contrato (E79);;;
e2e/inbox-thread-message-arrival.spec.ts;FICA;e2e do contrato (E79);;;
e2e/retry-counter-inline.spec.ts;FICA;e2e do contrato (E79);;;
e2e/send-message-cycle.spec.ts;FICA;e2e do contrato (E79);;;
e2e/send-message.spec.ts;FICA;e2e do contrato (E79);;;
e2e/whatsapp-connection.spec.ts;FICA;e2e do contrato (E79);;;
eslint.config.js;FICA;default conservador (R3);;;
estado_atualizado.md;FICA;default conservador (R3);;;
feature_registry.csv;FICA;default conservador (R3);;;
feature_registry.json;FICA;default conservador (R3);;;
graphify-out/.graphify_labels.json;FICA;artefato gerado;;;
graphify-out/GRAPH_REPORT.md;FICA;artefato gerado;;;
graphify-out/manifest.json;FICA;artefato gerado;;;
infra/backup/README.md;FICA;default conservador (R3);;;
infra/edge-deploy/deploy-edge.sh;FICA;default conservador (R3);;;
infra/runbooks/AUDITORIA_MENSAL.md;FICA;default conservador (R3);;;
infra/runbooks/OPERATIONS.md;FICA;default conservador (R3);;;
infra/runbooks/PLAYBOOK_INCIDENTE.md;FICA;default conservador (R3);;;
infra/runbooks/POLITICA_ANTI_RESIDUOS.md;FICA;default conservador (R3);;;
infra/runbooks/SECURITY-INCIDENT-CREDENTIAL-ROTATION.md;FICA;default conservador (R3);;;
infra/scripts/memory-limits.sh;FICA;default conservador (R3);;;
infra/stack35/SECRETS_INVENTORY.md;FICA;default conservador (R3);;;
infra/stacks/README.md;"FICA;REVISAR";README pre-split com conteudo unico (changelog sessao 5, secrets, docker-housekeeping, zapp-web-prod) — evostack stacks/README.md e outro documento (mapeamento GitOps evolution): 0 linhas em comum, diff de 41 linhas (100% do arquivo).;Documentacao manual, nenhum workflow do zapp consome infra/stacks (PATH filter 'infra/stacks/**' comentado em .github/workflows/deploy-vps-selfhosted.yml:30);manter em zapp, revisar conteudo (encolher para itens zapp-specific, maestro decide);E80
infra/stacks/dlq-inspector.yml;"FICA;REVISAR";Sem equivalente no evolution-stack (grep 'dlq' so acha evolution-db-purge.yml e docs, nenhum compose dlq*), stack unico que drena wpp2.dlq (RabbitMQ) para o DB usando secrets rabbitmq_url_evolution_v2/evolution_db_uri_v1.;Deploy manual via Portainer, nenhum workflow ativo do zapp (deploy-vps-selfhosted.yml usa COMPOSE_FROM_PORTAINER, item 92 pendente);manter em zapp ou migrar p/ evolution-stack (maestro decide, usa secret rabbitmq_url_evolution_v2);E80
infra/stacks/glitchtip.yml;"FICA;REVISAR";Sem equivalente no evolution-stack (glitchtip so em docs EVOLUTION-CHANGELOG.md/WATCHDOG_DEPLOY_SOP.md, nenhum compose), stack 41 de error-monitoring com fix S4-3 (glitchtip-valkey) e secrets v1, unico no zapp.;Deploy manual via Portainer, nenhum workflow ativo do zapp;manter em zapp ou migrar p/ evolution-stack como obs-* (maestro decide);E80
infra/stacks/postgres-backup-daily.yml;"FICA;REVISAR";Sem equivalente no evolution-stack — evolution-pgbackrest-backup.yml (264, pgBackRest/PITR) e camada complementar, nao substituta: DR_RUNBOOK_EVO.md (10/08) lista stack 112 como backup automatico R2+GPG ativo do PG evolution (seg-sab 02:00, retencao 14d).;Portainer stack 112 vivo em producao (DR_RUNBOOK_EVO.md linhas 23-26), deploy manual via Portainer;manter, candidato a migrar p/ evolution-stack (backup do DB evolution, maestro decide);E80
infra/stacks/postgres-backup-monthly.yml;"FICA;REVISAR";Sem equivalente no evolution-stack (so evolution-pgbackrest-backup.yml complementar), DR_RUNBOOK_EVO.md lista stack 85 como backup automatico R2+GPG ativo (dia 1 04:00, retencao 365d, passphrase distinta backup_passphrase_monthly_v1).;Portainer stack 85 vivo em producao (DR_RUNBOOK_EVO.md linhas 23-26), deploy manual via Portainer;manter, candidato a migrar p/ evolution-stack (backup do DB evolution, maestro decide);E80
infra/stacks/postgres-backup-weekly.yml;"FICA;REVISAR";Sem equivalente no evolution-stack (so evolution-pgbackrest-backup.yml complementar), DR_RUNBOOK_EVO.md lista stack 84 como backup automatico R2+GPG ativo (dom 03:00, retencao 35d) do PG evolution.;Portainer stack 84 vivo em producao (DR_RUNBOOK_EVO.md linhas 23-26), deploy manual via Portainer;manter, candidato a migrar p/ evolution-stack (backup do DB evolution, maestro decide);E80
infra/stacks/reconcile-ops.yml;"EXCLUI;REVISAR";Superseded: funcao reconcile migrou para stacks/evolution-watchdogs.yml v11 (commit 63389f8, 2026-08-14) no evolution-stack com config externa evo_reconcile_v4 + ALERT_THRESHOLD_PCT=20, arquivo do zapp usa script inline v1 (base64 gzip) e o snapshot Portainer 2026-08-14 ja documentava drift (runtime;Portainer stack 226 (runtime config v3 com drift vs arquivo v1, HANDOFF desacoplamento 2026-08-14), sucessor: evolution-watchdogs stack 240 (v11, evo_reconcile_v4);remover de infra/stacks/ do zapp (canonico: evolution-stack stacks/evolution-watchdogs.yml + scripts/reconcile-v4.sh);E80
infra/stacks/zapp-functions-health.yml;"FICA;REVISAR";Sem equivalente no evolution-stack (git ls-files stacks/ nao contem o arquivo, so referencias em docs stacks/README.md, CLAUDE.md, GITOPS.md e snapshot antigo stack-239), commit dce12a951 (E29, 2026-08-15) moveu intencionalmente do evolution-stack para o zapp — health das edge functions do ZAPP.;Portainer stack 265 (per docs do evolution-stack, config externa check_functions_health), stack 239 deletado em 2026-08-14 (nome errado, escopo era do ZAPP);manter em zapp (E29 intencional), maestro decide se atualiza docs do evolution-stack (stacks/README.md e CLAUDE.md referenciam arquivo inexistente no evostack);E80
infra/supabase/EDGE_FUNCTIONS.md;FICA;default conservador (R3);;;
infra/supabase/docker-compose.supabase.yml;FICA;default conservador (R3);;;
infra/zapp-health-guard/mon_health.sh;FICA;default conservador (R3);;;
nginx-prod.conf;FICA;default conservador (R3);;;
ops/LOG_POLICY.md;FICA;default conservador (R3);;;
ops/snapshots/20260808/ONDA_0_ACOES.md;FICA;default conservador (R3);;;
ops/snapshots/20260808/VERSION_INDEX.json;FICA;default conservador (R3);;;
reports/CHATPANEL_QA_EXAUSTIVO_2026-07-30.md;FICA;default conservador (R3);;;
scripts/.column-map-baseline.txt;FICA;script — revisao manual Fase 7;;;
scripts/.sync-ignore;FICA;script — revisao manual Fase 7;;;
scripts/audit-allowlist.json;FICA;script — revisao manual Fase 7;;;
