version,filename,file_present,db_record,db_name,bucket,action,risk,in_snapshot,source,evidence
20260808120001,20260808120001_drop_redundant_partition_rjid_indexes.sql,yes,yes,drop_redundant_partition_rjid_indexes,B4,DELETE,MED,,agent,14	20260808120001	20260808120001_drop_redundant_partition_rjid_indexes.sql	B4	DROP sem efeito: ['INDEX:idx_compras_rjid'
20260808121000,20260808121000_ag_ex02_audio_memes_rls.sql,yes,yes,ag_ex02_audio_memes_rls,B2,ARCHIVE,MED,,agent,15	20260808121000	20260808121000_ag_ex02_audio_memes_rls.sql	B2	Arquivavel (creates(4); drops_present(1))	4	1	POLICY:aut
20260808130000,20260808130000_exec_sql_mcp_query_rpc.sql,yes,yes,exec_sql_mcp_query_rpc,B2,ARCHIVE,MED,yes,agent,16	20260808130000	20260808130000_exec_sql_mcp_query_rpc.sql	B2	Arquivavel (db_record=yes)	1	0	FUNCTION:exec_sql	-
20260808150000,20260808150000_hotfix_revoke_exec_sql_anon.sql,yes,yes,hotfix_revoke_exec_sql_anon,B2,ARCHIVE,MED,yes,agent,17	20260808150000	20260808150000_hotfix_revoke_exec_sql_anon.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260808150001,20260808150001_rerevoke_re_grants.sql,yes,yes,rerevoke_re_grants,B2,ARCHIVE,MED,yes,agent,18	20260808150001	20260808150001_rerevoke_re_grants.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260808230000,20260808230000_revoke_anon_exec_zapp_functions.sql,yes,yes,revoke_anon_exec_zapp_functions,B2,ARCHIVE,MED,yes,agent,19	20260808230000	20260808230000_revoke_anon_exec_zapp_functions.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260808240000,20260808240000_fix_gap01_search_contacts_gin_expression.sql,yes,yes,fix_gap01_search_contacts_gin_expression,B2,ARCHIVE,MED,yes,agent,20	20260808240000	20260808240000_fix_gap01_search_contacts_gin_expression.sql	B2	Arquivavel (db_record=yes)	1	1	FUNCTION
20260808250000,20260808250000_fix_gap03_logflare_pub_restrict.sql,yes,yes,fix_gap03_logflare_pub_restrict,B2,ARCHIVE,MED,yes,agent,21	20260808250000	20260808250000_fix_gap03_logflare_pub_restrict.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260809000000,20260809000000_versioned_drops_and_jwt_ref.sql,yes,yes,versioned_drops_and_jwt_ref,B2,ARCHIVE,MED,,agent,22	20260809000000	20260809000000_versioned_drops_and_jwt_ref.sql	B2	Arquivavel (creates(1); drops_present(1))	1	3	FUNCTI
20260809120000,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.get_contacts_360_batch
20260809160000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Snapshot/preparatorio — sem objeto a backfill
20260809161000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809162000,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_dispatch_errors_created | Mortos: INDEX:idx_messages_status_created;INDEX:idx_messages_pend
20260809163000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DELETE — operacao de dados ja executada
20260809164000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Fix sem arquivo no git — efeito ja aplicado
20260809165000,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:evo.fn_sync_lid_from_api;FUNCTION:evo.fn_sync_lid_from_api
20260809166000,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:evo.fn_sync_lid_from_api;FUNCTION:evo.fn_sync_lid_from_api
20260809170000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809171000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Fix sem arquivo no git — efeito ja aplicado
20260809172000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809173000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809174000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809175000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809176000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809177000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809178000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809179000,20260809179000_queue_enqueue_dequeue_mechanic.sql,yes,yes,queue_enqueue_dequeue_mechanic,B2,ARCHIVE,MED,yes,agent,1	20260809179000_queue_enqueue_dequeue_mechanic.sql	20260809179000	yes	queue_enqueue_dequeue_mechanic	B2	DDL objects in 
20260809180000,20260809180000_queue_autorouter_wiring.sql,yes,yes,audit_v4_neuter_fn_lid_cleanup_convergence_guard,B2,ARCHIVE,MED,yes,agent,2	20260809180000_queue_autorouter_wiring.sql	20260809180000	yes	audit_v4_neuter_fn_lid_cleanup_convergence_guard	B2	DDL 
20260809181000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809182000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Audit sem arquivo no git — efeito ja aplicado
20260809183000,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.rpc_backfill_messages_contact_id
20260809184000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao emergencial/reversao — ja aplicada
20260809185000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE — permissao ja revogada
20260809186000,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.fn_set_updated_at;TRIGGER:trg_
20260809195000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809200000,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:public.evolution_instance_credentials
20260809201000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260809C01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C02,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C03,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C05,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C06,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C07,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C08,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C09,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C10,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:public.fn_route_failed_webhooks_to_dlq
20260809C11,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C12,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809C13,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809C14,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C15,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_dispatch_errors_created | Mortos: INDEX:idx_messages_status_created;INDEX:idx_messages_pend
20260809C16,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:public.fn_purge_processed_webhook_events
20260809C17,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:public.fn_purge_processed_webhook_events
20260809C18,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:zapp.evolution_retry_metrics
20260809C19,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DO block — operacao procedural ja aplicada
20260809C20,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809C21,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809E04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E12,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E24,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E25,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E28,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E29a,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809E39,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E44A,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao pontual (E-series) — efeito ja aplicado
20260809E44B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809F03,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809F04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809F07B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809F07C,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Fix FK (F-series) — efeito ja aplicado
20260809F08,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Fix FK (F-series) — efeito ja aplicado
20260809FN01,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.rpc_list_transfers_paginated
20260809FN02,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:zapp.gmail_accounts;VIEW:zapp.gmail_threads;VIEW:zapp.gmail_messages;VIEW:zapp.gmail_health_logs
20260809FN03,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.fn_collect_restore_logs
20260809FN04,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:zapp.is_instance_paused;FUNCTION:zapp.pause_instance;FUNCTION:zapp.unpause_instance;FUNCTION
20260809G01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G02,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G03,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G05,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G06,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G07,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G07B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G08,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G08B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G09,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G10,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:evo.search_contacts_gin
20260809G11,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G12,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809G12B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G13,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G14,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G15,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G15B,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G16,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G17,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809G18,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G19,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:zapp.evolution_retry_metrics
20260809G20,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_dispatch_errors_created | Mortos: INDEX:idx_messages_status_created;INDEX:idx_messages_pend
20260809G21,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:public.fn_purge_processed_webhook_events
20260809G22,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: FUNCTION:public.fn_purge_processed_webhook_events
20260809G23,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,ALTER TABLE ADD COLUMN — DDL ja aplicado
20260809G24,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809G25,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G26,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G27,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G28,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G29,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G30,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260809G31,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT migration — efeito ja aplicado; sem objeto a backfill
20260809G32,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_webhook_audit_log_processed_at;INDEX:idx_webhook_audit_log_success_at
20260809I01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809I02,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: INDEX:idx_ec_instance_phone;INDEX:idx_ec_instance_jid
20260809I03,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809I04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809I05,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: INDEX:idx_ec_instance_phone;INDEX:idx_ec_instance_jid
20260809I06,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809N01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — objeto ainda no snapshot: evo.evolution_messages_wpp2_archive_created_at_idx
20260809N02,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: INDEX:idx_ec_instance_phone;INDEX:idx_ec_instance_jid
20260809N03,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260809N04,,no,yes,,B5b,TOMBSTONE,MED,,orfao,Criados mas nao vivos: INDEX:idx_ec_instance_phone;INDEX:idx_ec_instance_jid
20260809N05,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,CREATE INDEX sem arquivo — indice pode ou nao existir
20260809N06,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,CREATE INDEX sem arquivo — indice pode ou nao existir
20260809N07,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — objeto ainda no snapshot: evo.evolution_messages_wpp2_archive_created_at_idx
20260809O01,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:evo.fn_download_wa_status_media
20260809O02,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — objeto ainda no snapshot: evo.evolution_messages_wpp2_archive_created_at_idx
20260809S01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Criados mas nao vivos: POLICY:auth_write_audio_msgs;POLICY:public_read_audio_messages
20260809S02,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Storage cleanup — operacao de dados ja aplicada
20260809V01,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Validacao (V-series) — sem objeto a backfill
20260809V02,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Validacao (V-series) — sem objeto a backfill
20260810120000,20260810120000_populate_media_bucket_path.sql,yes,yes,populate_media_bucket_path,B2,ARCHIVE,MED,yes,agent,3	20260810120000_populate_media_bucket_path.sql	20260810120000	yes	populate_media_bucket_path	B2	Data-only migration (UP
20260810133820,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260810170000,20260810170000_g6_batch_mode_guards_evolution_contacts.sql,yes,yes,g6_batch_mode_guards_evolution_contacts,B2,ARCHIVE,MED,yes,agent,4	20260810170000_g6_batch_mode_guards_evolution_contacts.sql	20260810170000	yes	g6_batch_mode_guards_evolution_contacts	
20260810180000,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_esa_remote_jid;INDEX:idx_esa_contact_id;INDEX:idx_esa_created_at;INDEX:idx_esa_sentiment_ur
20260810190000,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: INDEX:idx_dispatch_errors_created | Mortos: INDEX:idx_messages_status_created;INDEX:idx_messages_pend
20260810200000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP — operacao de limpeza ja aplicada
20260810200001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Operacao sem criacao de objeto permanente
20260810200002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260810200003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260810200004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: FUNCTION:public.fn_purge_api_key_from_logs | Mortos: FUNCTION:zapp.fn_reject_oversized_media;TRIGGER:
20260810200005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810200006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810200007,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:TABLE:zapp.queue_skills (parent obj not in snapshot)
20260810200008,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810200100,20260810200100_fix_consumer_stats_fdw_evolution_postgres.sql,yes,yes,fix_consumer_stats_fdw_evolution_postgres,B2,ARCHIVE,MED,yes,agent,5	20260810200100_fix_consumer_stats_fdw_evolution_postgres.sql	20260810200100	yes	fix_consumer_stats_fdw_evolution_postg
20260810200200,20260810200200_fn_process_contacts_batch_all_guards.sql,yes,yes,fix_fn_process_contacts_batch_instance_validation,B2,ARCHIVE,MED,yes,agent,6	20260810200200_fn_process_contacts_batch_all_guards.sql	20260810200200	yes	fix_fn_process_contacts_batch_instance_vali
20260810200300,20260810200300_fn_delete_test_contacts.sql,yes,yes,evt_privilege_ddl_watch_n8n_app_monitor_and_orphan_cleanup,B2,ARCHIVE,MED,yes,agent,7	20260810200300_fn_delete_test_contacts.sql	20260810200300	yes	evt_privilege_ddl_watch_n8n_app_monitor_and_orphan_clean
20260810210001,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,VIVO_SNAP:INDEX:public.idx_dispatch_errors_created
20260810210002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE (ja no live)
20260810210003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810M01,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:VIEW:public.instance_registry;VIEW:public.conversation_transfers;VIEW:public.transfer_comments;VIEW:public.evo
20260810M02,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:evo.fn_download_wa_status_media
20260810M03,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:evo.fn_download_wa_status_media
20260810M04,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810M05,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260810M06,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:public_read_audio_messages;auth_write_audio_msgs
20260810M07,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:evo.fn_download_wa_status_media
20260810M08,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:evo.fn_download_wa_status_media
20260811100001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811100002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811100003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811100004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811100005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811100006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811100007,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811100008,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811100009,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811130000,20260811130000_grupos.sql,yes,yes,grupos,B2,ARCHIVE,MED,yes,agent,8	20260811130000_grupos.sql	20260811130000	yes	grupos	B2	DDL objects in snapshot (9hits): CREATE:EVOLUTION_GROUPS_CONNEC
20260811140000,20260811140000_status_contato.sql,yes,yes,status_contato,B2,ARCHIVE,MED,yes,agent,9	20260811140000_status_contato.sql	20260811140000	yes	status_contato	B2	DDL objects in snapshot (1hits): CREATE:ZAPP.ZA
20260811150100,20260811150100_evo_integridade_fks_limpezas.sql,yes,yes,evo_integridade_fks_limpezas,B2,ARCHIVE,MED,yes,agent,10	20260811150100_evo_integridade_fks_limpezas.sql	20260811150100	yes	evo_integridade_fks_limpezas	B2	DDL objects in sna
20260811150300,20260811150300_notificacoes.sql,yes,yes,notificacoes,B2,ARCHIVE,MED,yes,agent,11	20260811150300_notificacoes.sql	20260811150300	yes	notificacoes	B2	DDL objects in snapshot (2hits): CREATE:EVO_OUTBOX
20260811150400,20260811150400_evo_notification_outbox_dispatcher.sql,yes,yes,evo_notification_outbox_dispatcher,B2,ARCHIVE,MED,yes,agent,12	20260811150400_evo_notification_outbox_dispatcher.sql	20260811150400	yes	evo_notification_outbox_dispatcher	B2	DDL ob
20260811170000,20260811170000_evo_notif_config_get_rpc.sql,yes,yes,evo_notif_config_get_rpc,B2,ARCHIVE,MED,yes,agent,13	20260811170000_evo_notif_config_get_rpc.sql	20260811170000	yes	evo_notif_config_get_rpc	B2	DDL objects in snapshot (1
20260811200001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811200002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,ARQUIVO_SOMENTE_COMENTARIOS/DOC
20260811200003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811200004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811200005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811200006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811200007,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811200008,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811200009,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811203000,20260811203000_grupos_admin_phone.sql,yes,yes,grupos_admin_phone,B2,ARCHIVE,MED,yes,agent,14	20260811203000_grupos_admin_phone.sql	20260811203000	yes	grupos_admin_phone	B2	DDL objects in snapshot (2hits): CREAT
20260811214500,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811220000,20260811220000_view_zapp_evolution_messages_54cols.sql,yes,yes,view_zapp_evolution_messages_54cols,B2,ARCHIVE,MED,yes,agent,15	20260811220000_view_zapp_evolution_messages_54cols.sql	20260811220000	yes	view_zapp_evolution_messages_54cols	B2	DDL 
20260811300001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
