camadas,confianca,descricao,dominio,em_uso,esforco,evidencias,id,o_que_falta,obs,recurso,status
"UI,hook,tabela,cron",media,Sequências de follow-up com steps e histórico de execuções,AUTOMACOES/CHATBOT/FOLLOW-UP,nao,G,src/components/settings/SettingsView.tsx:108/171 (tab Follow-up) + src/hooks/followup/useFollowUpSequences.ts:38/50/56 (followup_sequences+followup_steps) + FollowUpExecutionsHistory.tsx:27 (followup_executions) + cron process_pending_followups|*/5 (db_crons),AUTOMACOES-09,Cron sem fonte no repo (sem edge nem SQL fn); followup_executions 0 linhas; engine de execução não rastreável; edge evolution-followup atua apenas em evo.evolution_followups,CRUD íntegro (RLS em 20260724000044:1013 e 20260724000043:239); motor de envio quebrado/inexistente.,Follow-up sequences,Partial
tabela,media,Agenda própria via cron_schedules/task_queues/batch_jobs,AUTOMACOES/CHATBOT/FOLLOW-UP,nao,G,zapp.cron_schedules + zapp.cron_schedule_executions + zapp.task_queues + zapp.batch_jobs (db_tabelas_zapp.txt),AUTOMACOES-12,Zero UI/hook no front (grep em src não achou consumidores); backend sem produtor evidenciado,Backend-only (tabelas físicas r); nenhuma camada funcional de app.,Agendamentos cron customizados,Partial
"UI,rota,hook,tabela/view,teste",alta,CRUD de campanhas clássicas via CampaignsView (rota 'campaigns' no menu primário).,CAMPANHAS/TALKX/AGENDADAS,nao,G,"src/components/layout/sidebarNavConfig.ts:69 (Campanhas) + src/pages/ViewRouter.tsx:93 + src/components/campaigns/CampaignsView.tsx:63 (useCampaigns) + src/hooks/useCampaigns.ts:38,50,67,84 + zapp.campaigns + testes src/hooks/__tests__/useCampaigns.test.tsx, src/components/campaigns/__tests__/CampaignsView.test.tsx",CAMPANHAS-01,"Motor de disparo: nenhum edge/cron envia campanhas clássicas (TalkX tem os edges, clássica não). RLS: canonical_schema só cria policies SELECT + INSERT admin (20260801040004) — UPDATE/DELETE do hook quebram se RLS for habilitada. Tabela 0 linhas (db_uso.txt não lista zapp.campaigns).","Campanha clássica é cadastro morto: cria, lista e deleta, mas não há caminho de envio. Depende de talkx-send ou novo dispatcher para ser Full.",Criar/gerenciar campanha clássica,Partial
"UI,hook,tabela/view",media,"CRUD de variantes A/B por campanha, UI dentro de CampaignsView.",CAMPANHAS/TALKX/AGENDADAS,nao,M,"src/components/campaigns/CampaignsView.tsx:324 (<CampaignABTesting>) + src/hooks/campaigns/useCampaignABTesting.ts (re-export) + src/features/business-logic/hooks/useBusinessLogicManagement.ts:80,101,115,125,133 (CRUD campaign_ab_variants) + zapp.campaign_ab_variants",CAMPANHAS-02,Sem engine estatístico nem integração com disparo: variante é só dado. Policy campaign_ab_select é SELECT-only (20260801040004:35) — writes do hook dependem de RLS desligada. Tabela 0 linhas.,Hook consolidado via useBusinessLogicManagement (ETAPA 25). Sem teste dedicado encontrado.,Teste A/B de campanha (variantes),Partial
"UI,hook,RPC,tabela/view",alta,Adição de contatos a campanha via RPC add_contacts_to_campaign (admin/supervisor).,CAMPANHAS/TALKX/AGENDADAS,nao,P,"src/hooks/useCampaigns.ts:102 (supabase.rpc('add_contacts_to_campaign')) + rpc_calls_front.txt (add_contacts_to_campaign) + supabase/migrations/archive/20260721000004_melhoria4_add_contacts_to_campaign_zapp.sql:66-105 (SECURITY DEFINER, search_path fixo, GRANT EXECUTE authenticated, guarda is_admin_or_supervisor, ON CONFLICT idempotente) + zapp.campaign_contacts",CAMPANHAS-03,"RPC íntegro e funcional, mas fluxo sem disparo e 0 linhas na tabela (db_uso.txt não lista campaign_contacts). Acesso gated por admin/supervisor (não é erro).",Único RPC do domínio chamado pelo front; wire casa com objeto real.,Lista de destinatários de campanha,Partial
"UI,hook,tabela/view,realtime",alta,Suite TalkX: criar/listar/editar campanhas broadcast com destinatários e agendamento.,CAMPANHAS/TALKX/AGENDADAS,nao,M,"src/pages/ViewRouter.tsx:135 (talkx) + src/pages/lazyViews.ts:127 + src/components/talkx/TalkXView.tsx + src/hooks/useTalkX.ts:19-120 (CRUD talkx_campaigns) + zapp.talkx_campaigns + realtime zapp.talkx_campaigns/talkx_recipients (db_realtime.txt) + channel 'talkx-realtime' (TalkXView.tsx:93, realtime_channels_front.txt)",CAMPANHAS-04,"2 fios quebrados: (1) view 'talkx' registrada no ViewRouter mas NENHUM nav/trigger navega para ela (grep 'talkx' em sidebarNavConfig/App/layout = zero) — UI inacessível; (2) RLS ENABLED em talkx_campaigns/talkx_recipients (20260804120000:15-16) com policies apenas SELECT (20260801040004:38-42) — INSERT/UPDATE/DELETE de useTalkX.ts:49,83,118 são negados. Tabela 0 linhas.","Testes existem (TalkX.test.tsx, campaignEditorUtils.test.ts) mas a tela não é alcançável pelo shell do app.",Campanha TalkX (broadcast),Partial
"edge,hook,tabela/view",alta,Controle de envio via edges talkx-control + talkx-send (Evolution API).,CAMPANHAS/TALKX/AGENDADAS,nao,P,"edges talkx-control/talkx-send deployadas (edges_deployadas.txt) + src/hooks/useTalkX.ts:155,172,189 (invoke talkx-control) + invoke_calls_front.txt (talkx-control) + supabase/functions/talkx-control/index.ts:113-133 (service role, dispatch fire-and-forget p/ talkx-send) + supabase/functions/talkx-send/index.ts:164-165,182-416 (EVOLUTION_API_URL/KEY, atualiza talkx_campaigns/talkx_recipients, consulta talkx_blacklist:221)",CAMPANHAS-05,"Engine funcional (service role bypassa RLS), mas único trigger é useTalkX dentro de TalkXView — UI inacessível (ver CAMPANHAS-04). Sem teste de integração evidenciado; tabelas 0 linhas.",talkx-send depende de env EVOLUTION_API_URL/EVOLUTION_API_KEY (self-hosted ok). Envio real nunca exercitado em produção (sem campanhas).,Disparo manual TalkX (start/pause/cancel),Partial
"edge,tabela/view",alta,Edge talkx-scheduler dispara talkx-send para campanhas com scheduled_at vencido.,CAMPANHAS/TALKX/AGENDADAS,nao,P,"edge talkx-scheduler deployada (edges_deployadas.txt) + supabase/functions/talkx-scheduler/index.ts:19-96 (lê talkx_campaigns scheduled_at, chama talkx-send) + supabase/functions/main/index.ts:51 (rota registrada) + zapp.talkx_campaigns",CAMPANHAS-06,NENHUM trigger: db_crons.txt (146 jobs pg_cron) não tem job talkx/scheduler e invoke_calls_front.txt não invoca talkx-scheduler — o agendamento nunca roda sozinho. Precisa de cron HTTP ou gatilho externo.,"Edge pronta para cron (G4: aceita body vazio), mas o cron não existe no pg_cron.",Disparo agendado TalkX (scheduled_at),Partial
"UI,hook,realtime,tabela/view",alta,Live monitor com realtime (postgres_changes) + polling 15s do progresso da campanha.,CAMPANHAS/TALKX/AGENDADAS,nao,P,"src/components/talkx/TalkXLiveMonitor.tsx:44-73 (channel talkx-monitor-<id>, postgres_changes em talkx_campaigns/talkx_recipients) + src/hooks/useTalkXCampaignLive.ts:13-24 (polling 15s) + db_realtime.txt (publication 68: zapp.talkx_campaigns, zapp.talkx_recipients — tabelas FÍSICAS) + TalkXView.tsx:93 (channel 'talkx-realtime')",CAMPANHAS-07,"Fio realtime ÍNTEGRO (publication cobre as duas tabelas físicas), mas UI montada dentro de TalkXView — inacessível (ver CAMPANHAS-04).",Único recurso do domínio com realtime de ponta a ponta correto (channel + publication + tabelas físicas).,Monitoramento ao vivo TalkX,Partial
"UI,hook,cron,edge,tabela/view",media,Sequências de follow-up configuráveis + processamento a cada 5min.,CAMPANHAS/TALKX/AGENDADAS,sim,G,"src/components/settings/SettingsView.tsx:171 (<FollowUpSequences/>) + src/components/settings/FollowUpSequences.tsx + src/hooks/followup/useFollowUpSequences.ts:37,49,56,75,91 (CRUD zapp.followup_sequences/followup_steps) + cron process_pending_followups */5 (db_crons.txt:18) + edge evolution-followup deployada (edges_deployadas.txt) + supabase/functions/evolution-followup/index.ts:42-85 (processa evo.evolution_followups, lê evo.evolution_message_templates, insere evo.evolution_message_queue)",CAMPANHAS-08,"Fio fragmentado: UI grava zapp.followup_sequences/steps, mas o edge processa evo.evolution_followups (0 linhas em db_uso) e evo.evolution_message_templates (0 linhas); a ponte UI→processador (quem popula evolution_followups a partir das sequences?) não é evidenciada em migrations/functions. evolution_followup_rules tem 4 linhas mas não é referenciada por código (só types.ts e catalog.ts).","evo.evolution_followup_rules=4 linhas (db_uso) indica configuração real de follow-up no Evo, mas o fluxo zapp.followup_sequences → evo.evolution_followups não está no repo.",Follow-up automático,Partial
"UI,rota,hook,tabela/view",alta,Agendar envio de mensagem a partir do ChatPanel e do calendário de agendamentos.,CAMPANHAS/TALKX/AGENDADAS,nao,G,"src/features/inbox/components/ChatPanel.tsx (useScheduledMessages) + src/components/schedule/ScheduleCalendarView.tsx + rota 'schedule' (sidebarNavConfig.ts:89 'Agendamentos') + src/hooks/useScheduledMessages.ts:36,73,105 (CRUD zapp.scheduled_messages) + zapp.scheduled_messages + policy scheduled_messages_select (20260801040004:45)",CAMPANHAS-09,DISPARADOR INEXISTENTE: nenhuma edge (grep scheduled_messages em supabase/functions = vazio) nem cron processa scheduled_messages — a mensagem agendada é criada e nunca enviada. Tabela 0 linhas. Teste existe (useScheduledMessages.test.tsx) mas o ciclo não fecha.,"Maior furo do domínio: UI promete envio agendado, backend só armazena. Sem dispatcher (edge/cron) o recurso não pode ser Full.",Mensagem agendada (chat),Partial
"UI,hook,edge,tabela/view",alta,Configuração de relatórios agendados no Dashboard + edge de envio.,CAMPANHAS/TALKX/AGENDADAS,nao,M,"src/components/dashboard/DashboardView.tsx (ScheduledReportsManager) + src/components/dashboard/ScheduledReportsManager.tsx + src/hooks/useScheduledReports.ts:15,35,56,70 (CRUD zapp.scheduled_report_configs) + edge send-scheduled-report deployada (edges_deployadas.txt) + supabase/functions/send-scheduled-report/index.ts:20-21 + zapp.scheduled_report_configs/zapp.scheduled_reports + policies SELECT (20260801040004:48-51)",CAMPANHAS-11,Edge ÓRFÃ: invoke_calls_front.txt só lista talkx-add-recipients e talkx-control (send-scheduled-report NUNCA invocado do front) e db_crons.txt não tem job para ela — relatório agendado nunca é enviado. Tabelas 0 linhas.,"Contrato estrito G4 implementado (reportId obrigatório, 422 unificado), mas sem trigger.",Relatório agendado,Partial
"UI,hook,tabela/view,edge",alta,Lista de contatos bloqueados de campanhas; consultada no envio real.,CAMPANHAS/TALKX/AGENDADAS,nao,P,"src/components/talkx/TalkXBlacklist.tsx + src/hooks/useTalkXBlacklist.ts:82,98 (insert/delete zapp.talkx_blacklist via fromTable) + zapp.talkx_blacklist + INTEGRAÇÃO REAL: supabase/functions/talkx-send/index.ts:221 (select talkx_blacklist antes de enviar) + policy talkx_blacklist_select (20260801040004:43)",CAMPANHAS-12,"UI montada dentro de TalkXView — inacessível (ver CAMPANHAS-04). RLS off na tabela hoje (writes funcionam), mas política SELECT-only é risco latente. Tabela 0 linhas.",A blacklist é o único conceito do domínio efetivamente consumido por um edge de envio (talkx-send).,Blacklist TalkX,Partial
cron,baixa,Cron diário de controle de orçamento de marketing WA.,CAMPANHAS/TALKX/AGENDADAS,n-a,M,cron daily-wa-marketing-budget|0 12 * * * (db_crons.txt:64),CAMPANHAS-13,"Sem UI, sem função visível em migrations (grep 'marketing' no canonical só acha índices mortos), sem referência em src/ ou supabase/functions. Comando do cron não é evidenciável (db_crons só tem nome|schedule). zapp.budgets existe mas nada no repo a conecta.","Classificado Partial pela existência real do cron (camada funcional), mas confiança baixa: não é possível verificar o que o job executa nem se há tabela-alvo.",Orçamento marketing WhatsApp,Partial
"edge,tabela/view",media,Edge que agenda/envia convites NPS para contatos elegíveis.,CAMPANHAS/TALKX/AGENDADAS,nao,P,"edge nps-scheduler deployada (edges_deployadas.txt) + supabase/functions/nps-scheduler/index.ts:23-24,47-131 (lê contacts, nps_invitations, whatsapp_connections; insere nps_invitations/failed_messages) + supabase/functions/main/index.ts:49 (rota registrada)",CAMPANHAS-14,Sem trigger: sem cron pg_cron (db_crons.txt não lista nps) e sem invoke do front (invoke_calls_front.txt não lista nps-scheduler). UI NPS (nav 'nps' → NPSDashboard) existe mas não invoca o scheduler. Tabelas 0 linhas (nps_invitations ausente do db_uso).,"Dashboard NPS é outro domínio; aqui classifica-se apenas o scheduler, que está órfão.",NPS agendado (scheduler),Partial
"hook,tabela/view",media,CRUD de campos customizados (field_name/field_value) por contato via tabela contact_custom_fields.,CONTATOS/CRM,nao,M,src/features/contacts/hooks/useContactCustomFields.ts:30/48/67 (.from('contact_custom_fields') select/upsert/delete) + src/hooks/useCRMManagement.ts:337 (useContactCustomFieldsManagement) + zapp.contact_custom_fields (db_tabelas_zapp.txt; 0 linhas em db_uso) + from_calls_front.txt (contact_custom_fields),CONTATOS-04,"NENHUM componente UI renderiza campos customizados (grep useContactCustomFields em *.tsx sem consumidor fora dos hooks/index.ts) — hook e tabela existem, mas feature invisível na UI; tabela com 0 linhas.",Dois hooks paralelos (features/contacts e hooks/) nunca convergidos; sem painel de edição no form do contato.,Campos customizados,Partial
tabela/view,media,Segmentação de contatos (tabela contact_segments) — sem código frontend.,CONTATOS/CRM,nao,G,zapp.contact_segments (db_tabelas_zapp.txt; 0 linhas em db_uso) + grep 'contact_segments' em src/ SEM NENHUM resultado fora de types/registries,CONTATOS-07,"Zero código frontend (sem hook, sem RPC, sem UI). Único 'segmento' visível é RFM vindo de CRM externo (ExternalContact360Panel.tsx:66, useExternalContact360) — não usa contact_segments.",Tabela órfã criada no schema zapp sem consumidor; recurso só existe como camada de dados.,Segmentos,Partial
UI,alta,Botão Exportar na barra de ações em lote — gera CSV client-side da lista filtrada atual.,CONTATOS/CRM,n-a,M,src/components/contacts/ContactsBulkActionBar.tsx:66 (botão Exportar -> onExportCSV) + src/components/contacts/ContactsRichView.tsx:257 (onExportCSV={() => state.handleExportCSV()}),CONTATOS-12,"Export puramente client-side (download do que já está na tela): sem RPC/edge de export, sem escrita em zapp.contact_export_log (0 linhas, sem uso em src), sem seleção de campos/escopo completo.",zapp.contact_export_log existe no schema (db_tabelas_zapp.txt) mas nenhum código front/back a utiliza.,Exportação (CSV),Partial
tabela/view,media,Empresa do contato: campo text company no contato; tabela dedicada companies com CRUD via CRM externo.,CONTATOS/CRM,nao,M,"zapp.companies (4 linhas em db_uso) + from_calls_front.txt (companies) + src/components/crm360/CompanyFormDialog.tsx:45 (useExternalMutation — escreve em API externa, NÃO em zapp.companies) + CompanyLogo.tsx:54 (render-only, sem DB)",CONTATOS-14,Nenhum .from('companies') no src (tabela órfã com 4 linhas); vínculo real no app é só o campo texto company do contato (form/merge/filtros); CRUD de empresa real vai para CRM externo via useExternalApiManagement.,Divergência: from_calls_front.txt lista 'companies' mas grep no src não encontra chamada direta — provável chamada via datasource/external.,Vínculo com empresa,Partial
"hook,edge,doc",media,Bloquear/desbloquear contato via API da Evolution (update-block-status).,CONTATOS/CRM,n-a,M,src/hooks/useEvolutionApiManagement.ts:1514-1517 (updateBlockStatus -> invoke edge 'evolution-api' endpoint 'update-block-status') + edge evolution-api DEPLOYADA (edges_deployadas.txt) + docs/architecture/evolution-api-mapping.md:177 (mapeia update-block-status -> BlockContactDialog),CONTATOS-16,SEM UI: componente BlockContactDialog documentado no mapping NÃO existe em src/ (grep sem resultado); updateBlockStatus não é consumido por nenhum componente tsx — hook orfão.,"Backend (edge evolution-api /chat/updateBlockStatus) funcional, mas recurso inacessível ao usuário.",Bloqueio de contato (WhatsApp),Partial
"cron,tabela/view",alta,Snapshots diários de KPIs mantidos por cron em evo.mv_daily_metrics,DASHBOARDS/NOTIFICACOES/INTEGRACOES,sim,M,db_crons.txt:4 (refresh-daily-metrics 0 */1 * * *) + db_crons.txt:147 (refresh_mv_daily_kpis) + evo.mv_daily_metrics=33 linhas (db_uso.txt) + NENHUM .from('mv_daily_metrics') no front (grep src/ só acha evo.evolution_daily_metrics em external-db-explorer/catalog.ts:53),DASHBOARD-03,UI/hook consumindo mv_daily_metrics — nenhum painel lê os KPIs,"Pipeline de dados completo (cron + matview com dados), mas backend-only: sem camada de apresentação.",KPIs diários (mv_daily_metrics),Partial
"UI,rota,hook,tabela/view,edge",alta,Coleta manual de respostas NPS com painel em /nps e edge nps-scheduler para campanhas,DASHBOARDS/NOTIFICACOES/INTEGRACOES,nao,M,"src/pages/ViewRouter.tsx:124 (nps: Views.NPSDashboard) + src/components/settings/SettingsView.tsx:182 + src/hooks/useNPSSurveys.ts:39,66 (.from('nps_surveys') select/insert) + public.nps_surveys com RLS (migrations/archive/20260402110555:3,14,18) + edge nps-scheduler DEPLOYADA (edges_deployadas.txt) mas SEM job pg_cron (db_crons.txt não contém nps) e sem invoke no front",DASHBOARD-04,"Trigger do nps-scheduler (sem cron, sem invoke) — automação de campanhas nunca dispara; tabela com 0 linhas",Fluxo manual (registro via UI) funciona; o scheduler exige service-role/cron-secret (supabase/functions/nps-scheduler/index.ts:4) e ninguém o chama.,NPS (pesquisas e score),Partial
"UI,hook,tabela/view,teste",alta,Painel CSAT no dashboard e configuração automática em Settings,DASHBOARDS/NOTIFICACOES/INTEGRACOES,nao,M,"src/components/dashboard/DashboardView.tsx:282-283 (CSATDashboard) + src/components/settings/SettingsView.tsx:190 (CSATAutoConfig) + src/hooks/useCSAT.ts:60,98 (.from('csat_surveys')) + src/hooks/useCSATAutoConfig.ts:24,63,68 (.from('csat_auto_config')) + zapp.csat_surveys/zapp.csat_responses/zapp.csat_auto_config (db_tabelas_zapp.txt:45) + teste src/hooks/__tests__/useCSAT.test.tsx",DASHBOARD-05,Coleta automática: NENHUM edge/webhook escreve csat_surveys (grep supabase/functions vazio) e csat_auto_config não é consumido por backend; tabelas com 0 linhas,"4 camadas existem e o fio UI→tabela é íntegro, mas o recurso 'CSAT automático' (auto_config) não tem executor — vira só registro manual.",CSAT (satisfação e auto-config),Partial
"UI,hook,realtime,tabela/view",alta,Notificações em tempo real via zapp.app_notifications (13.6k linhas) + tabelas de canais/templates sem consumidor,DASHBOARDS/NOTIFICACOES/INTEGRACOES,sim,M,"src/hooks/useNotificationManagement.ts:353-377 (channel notifications:team-chat + .from('app_notifications') markAsRead), :401-449 (security/goals) + zapp.app_notifications na publication (db_realtime.txt:23) + db_uso: app_notifications=13679 + zapp.notification_channels_config/zapp.notification_templates (db_tabelas_zapp.txt:95) com RLS admin-only (20260801210000_rls_consolidated_production_sync.sql:131) e ZERO consumidores (grep front+functions vazio) + testes useNotificationSettings.test.tsx/useTranscriptionNotifications.test.ts",DASHBOARD-07,Badge de não-lidas: IndexContentConnected.tsx:94 passa unreadNotifications={0} hardcoded (rpc_app_bootstrap retorna unread_notifications mas é ignorado). Canais/templates (DASHBOARD-08) sem UI nem executor,"Realtime e marcação de leitura funcionam; o contador inicial do AppShell (inboxBadge, AppShell.tsx:141) está quebrado. notification_channels_config/notification_templates são objetos backend órfãos.",Notificações in-app e canais (app_notifications + canais/templates),Partial
tabela/view,media,Configuração de canais de notificação e templates de mensagem,DASHBOARDS/NOTIFICACOES/INTEGRACOES,nao,G,zapp.notification_channels_config + zapp.notification_templates (db_tabelas_zapp.txt:95) + RLS admin (20260801210000_rls_consolidated_production_sync.sql:130-131) + SEM nenhuma referência em src/ (grep front vazio) nem supabase/functions/ (grep vazio); 0 linhas (db_uso sem entrada),DASHBOARD-08,"UI, hook e executor — nada lê/escreve as tabelas","Backend-only: tabelas físicas com RLS admin, sem nenhum consumidor fim-a-fim. Não há nem menção textual em docs (featuresSectionsData.ts).",Notificações por canal (channels/templates),Partial
"UI,rota,hook,tabela/view,edge",alta,Mapeamento de contatos Sicoob e fila de respostas com edges bridge,DASHBOARDS/NOTIFICACOES/INTEGRACOES,nao,M,src/pages/ViewRouter.tsx:131 ('sicoob-bridge': admin) + src/features/admin/components/SicoobBridgeDashboard.tsx:48 (.from('sicoob_contact_mapping')) + zapp.sicoob_contact_mapping/zapp.sicoob_reply_outbox (db_tabelas_zapp.txt:136) + edges sicoob-bridge/sicoob-bridge-reply/sicoob-outbox-consumer DEPLOYADAS (edges_deployadas.txt) + sicoob-outbox-consumer/index.ts:2 declara 'Invocado por pg_cron a cada 1 min' MAS db_crons.txt NÃO contém job sicoob,DASHBOARD-13,pg_cron para sicoob-outbox-consumer (fio quebrado: consumidor nunca roda); tabelas com 0 linhas; dashboard só exibe URLs dos endpoints (SicoobBridgeDashboard.tsx:162-173),Rota gated por ['admin'] (ViewRouter.tsx:33). Outbox consumer precisa de RPC sicoob_outbox_claim (sicoob-outbox-consumer/index.ts:68) e de job cron inexistente.,Integração Sicoob (bridge e outbox),Partial
"UI,hook,tabela/view,edge",alta,Agendamento de relatórios periódicos enviados por e-mail,DASHBOARDS/NOTIFICACOES/INTEGRACOES,nao,G,"src/components/dashboard/DashboardView.tsx:308 (ScheduledReportsManager) + src/hooks/useScheduledReports.ts:15,35,56,70 (CRUD em 'scheduled_report_configs') + zapp.scheduled_report_configs/zapp.scheduled_reports (db_tabelas_zapp.txt:129) + edge send-scheduled-report DEPLOYADA MAS lê OUTRA tabela: supabase/functions/send-scheduled-report/index.ts:29,185 (.from('scheduled_reports')) e NENHUM cron/invoke chama a edge (db_crons.txt sem send-scheduled-report; invoke_calls_front.txt sem ela)",DASHBOARD-16,"Fio quebrado crítico: front grava scheduled_report_configs, edge lê scheduled_reports (tabela diferente) → relatório nunca enviado; edge sem trigger (sem cron, sem invoke)",Duas tabelas gêmeas criadas em 2026-03-15 e 2026-03-18 (migrations archive) — divergência nunca reconciliada; 0 linhas em ambas.,Relatórios agendados,Partial
"cron,tabela/view,edge,hook",alta,Score de saúde do sistema via cron + ingestão de web vitals via edge,DASHBOARDS/NOTIFICACOES/INTEGRACOES,sim,M,"db_crons.txt:23 (system-health-score), :81 (refresh-health-score-cache) + zapp.fn_health_score_cache=1 / fn_health_score_history=2158 (db_uso.txt, em uso) + zapp.fn_system_health_score (canonical_schema.sql:11438) + client-observability: src/lib/webVitals.ts:44,98 (invoke) + edge DEPLOYADA + incidentes: useBridgeStatus.ts:216,242-245 (.from('system_health_incidents') + channel 'health-incidents' em zapp.system_health_incidents — física na publication db_realtime.txt:56) + edges metrics/health/status deployadas (infra)",DASHBOARD-17,NENHUM painel de health score no front (grep 'healthScore' em src/ só acha number_reputation.health_score) — score fica só no banco; edges metrics/health/status não invocadas pelo front (invoke_calls_front.txt),"Parte observável tem UI (incidentes via AdminBridgeStatusPage + realtime); o score em si é backend-only. client-observability é Full como fio front→edge, mas sem destino visível no app.",Health score e observabilidade (client-observability),Partial
"cron,tabela/view,edge,hook",alta,"Pipeline de mídia: fila de download, scan de segurança, cache de URLs",DASHBOARDS/NOTIFICACOES/INTEGRACOES,sim,M,"zapp.media_download_queue=9580, zapp.media_scan_log=11314, zapp.media_cache=227 (db_uso, em uso) + crons retry-stuck-media-queue/expire-old-media-queue/scan-media-security/media_pipeline_health_check/purge-media-queue-and-scan-log (db_crons.txt:5-6,16,40,127) + front: src/features/inbox/hooks/useMediaUrl.ts:202-251 (.from('media_cache') + invoke evolution-api) + MediaMigrationTool.tsx:29 (invoke migrate-media-storage, edge DEPLOYADA) + rota 'media-migration' (ViewRouter)",DASHBOARD-18,UI de monitoramento da fila/scan: nenhum painel lê media_download_queue/media_scan_log (grep src/ só acha media_cache) — operação 100% cron/backend,Pipeline saudável e com dados reais; cache consumido pelo chat (useMediaUrl). Falta visibilidade/controle no app (admin).,"Media pipeline (download queue, scan e cache)",Partial
"UI,rota,hook,edge,tabela,realtime,teste",alta,"Fluxo OAuth2 Google para vincular conta Gmail ao app (popup, exchangeCode, revoke).",E-MAIL,sim,M,"src/components/gmail/GmailInboxView.tsx:108-111 (botão Conectar) + src/hooks/useEmailManagement.ts:613-625 (startOAuth usa data.url OK) + src/hooks/useEmail.ts:479-489 (usa data.authUrl — edge retorna {url,state}) + src/hooks/useGmailOAuthFlow.ts:184-192 (data.url OK) + edge:gmail-oauth (deployada; getAuthUrl index.ts:93-97 retorna {url,state}; exchangeCode :99-116 upsert gmail_accounts; revoke :139) + email_app.gmail_accounts=5 linhas (db_uso.txt) + gmail-tests.test.ts deployado como edge (anomalia, edges_deployadas.txt)",EMAIL-01,"EmailChatInbox (rota email-chat, useEmail.ts) espera data.authUrl mas edge devolve data.url → popup nunca abre nessa UI; action 'refreshToken' inexistente (gmail-oauth só aceita getAuthUrl/exchangeCode/refresh/revoke, index.ts:86,152) → refresh manual falha nas duas UIs",5 contas reais conectadas (gmail_accounts=5) — OAuth principal funciona (useEmailManagement/useGmailOAuthFlow). Duplicação de 3 hooks OAuth com contratos divergentes (useEmail.ts quebrado).,Conectar conta Gmail (OAuth),Partial
"edge,tabela",alta,"Suporte a provedores IMAP/SMTP genéricos (Outlook, Yahoo) via edge email-imap-bridge.",E-MAIL,nao,G,supabase/functions/email-imap-bridge/index.ts:7-20 (deployada; 'NOTA: requer worker externo com acesso TCP... use Nylas/EmailEngine') + contract-schemas.ts:292 (enum getProviderConfig/saveCredentials/testConnection/listProviders) + email_app.imap_smtp_accounts (20260502_create_missing_tables.sql:1687 public.imap_smtp_accounts) + 0 linhas (db_uso.txt) + NENHUMA referência em src/ (grep email-imap-bridge src/ vazio),EMAIL-02,"Sem UI, sem hook, sem chamada frontend (invoke_calls_front.txt não lista email-imap-bridge); implementação auto-declarada como simulação (HTTP-only, sem TCP); tabela imap_smtp_accounts vazia",outlook-oauth (638 linhas) também deployada sem uso frontend. docs/arquitetura/edge-auth.md:62-63 lista email-track-* como webhooks externos. Foundation apenas.,Conectar conta IMAP/SMTP (não-Gmail),Partial
"UI,rota,hook,RPC,tabela/view,realtime",alta,"Listagem paginada de threads com filtro de label, star, unread, SLA e realtime.",E-MAIL,nao,G,"src/components/gmail/GmailInboxView.tsx:205-307 (lista+star+archive) + src/hooks/useEmailManagement.ts:323-361 loadThreads → safeClient.rpc('rpc_email_search_threads') + public.rpc_email_search_threads (20260702_email_rpc_hardening.sql:16, SECURITY DEFINER, clamp p_limit 0..200) + zapp.email_threads VIEW (20260724000042:102-113) + realtime email_app.email_threads publicado (db_realtime.txt) + subscription useEmailManagement.ts:720-752 (filter gmail_account_id) + rpc_calls_front.txt (rpc_email_search_threads, rpc_email_star_thread, rpc_email_archive_thread, rpc_email_mark_thread_read, rpc_email_assign_thread todos com GRANT authenticated em 20260506182656/20260702/20260711_400000:76)",EMAIL-03,"Store vazia: email_app.email_threads=0 linhas (db_uso.txt) — edges de sync escrevem em gmail_threads (gmail-sync/index.ts:192-204), store paralela nunca lida pelo RPC; syncInbox (useEmailManagement.ts:413-415) é rejeitado pelo contrato gmail-sync@v1 (enum listThreads/syncFull/syncLabels, contract-schemas.ts:252)",FIOS QUEBRADOS: (a) gmail_* vs email_* são tabelas físicas distintas em email_app (30 tabelas) — nada migra dados entre elas; (b) action 'syncInbox' não existe no contrato gmail-sync. RPCs de thread OK e com grant.,Listar threads do inbox,Partial
"UI,rota,hook,tabela/view,edge",alta,"Carregar mensagens (body, anexos) de uma thread selecionada.",E-MAIL,nao,G,"src/components/email/EmailChatThread.tsx + EmailChatBubble.tsx (render) + src/hooks/useEmail.ts:213-235 loadMessages safeClient.from('email_messages').eq('thread_id',...) + zapp.email_messages VIEW (20260724000042:77-88, GRANT authenticated) + src/hooks/gmail/gmailApi.ts:35-48 fetchMessageBody (invoca gmail-sync action 'fetchMessageBody')",EMAIL-04,"email_app.email_messages=0 linhas (db_uso.txt) — edges gravam gmail_messages (gmail-sync/index.ts:606, gmail-webhook:395, gmail-send:132); action 'fetchMessageBody'/'downloadAttachment' NÃO existem no gmail-sync (enum fechado contract-schemas.ts:252 → 400 do contrato antes do handler)",Mesma cisão gmail_*/email_* do EMAIL-03. EmailAttachmentPreview.tsx existe mas downloadAttachment nunca é acionado no thread.,Ler mensagens de uma thread,Partial
